     1979.6398139604     1961.8798849768     1944.0617842788
     1998.0561340507     1980.8114768622     1963.5184249276
     1996.4588984350     1979.0786376486     1961.6455641300
     2011.1707993245     1993.7974901794     1976.3541551294
     1958.2493971430     1940.0119709430     1921.7178445178
     1951.8234796835     1933.5661891873     1915.2453607574
     2046.7325435703     2030.2870703519     2013.7887033683
     2020.4718460453     2003.6847274440     1986.8567265748
     1986.5889771371     1968.9789252261     1951.3159617177
     1995.6326538774     1978.2481966724     1960.8130450621
     2009.3290360434     1992.4504543654     1975.5357363374
     1974.0935401528     1956.5592660359     1938.9915400222
     2026.3359277556     2009.5472630555     1992.7063818334
     2020.4234883901     2003.2897961497     1986.0955480750
     1970.8104582742     1952.8022731314     1934.7333814277
     1990.4295776564     1972.8866342226     1955.2943729548
     1996.2329834995     1979.0451569240     1961.8109334946
     1960.7144379697     1942.5923345544     1924.4200975727
     1956.3020627946     1938.0114658389     1919.6675925310
     2048.1320624481     2031.4999118196     2014.8144051878
     2032.3706080366     2015.4907059977     1998.5509553492
     1973.7511391588     1956.1686287749     1938.5506669555
     2002.3798958986     1984.9930633097     1967.5493340662
     2024.1843114802     2007.4511889757     1990.6678961587
     1988.0041278981     1970.4850903508     1952.9182811368
     1996.1937710349     1978.7814604016     1961.3174948574
     2011.8692340342     1994.7384348697     1977.5487713683
     1968.6850596633     1950.5664405817     1932.3869216010
     1967.6992988239     1949.7942396947     1931.8417346919
     2031.5814914733     2014.7821748704     1997.9290012481
     2044.3657612731     2028.0851004056     2011.7669181763
     1983.3003609395     1965.9576592343     1948.5862807135
     1988.9849785341     1971.6567886913     1954.2925132519
     2009.3174472261     1992.3306224074     1975.3004892016
     1967.5030675919     1949.3834528275     1931.2078129757
     1964.7648507059     1946.6887750823     1928.5586632550
     1975.9618294077     1957.8539677625     1939.6763347511
     2018.4979948159     2001.2380018182     1983.9111784552
     1963.0943626794     1945.0208671237     1926.8962732655
     1983.5483207445     1966.1844856944     1948.7842284669
     2043.0728648020     2026.9169502864     2010.7303376174
     2007.0564855128     1990.1259702381     1973.1642354102
     2009.5712549654     1992.6881126745     1975.7660918082
     2019.8771172017     2002.8953282846     1985.8583011760
     1980.0839056339     1962.3301171933     1944.5170117301
     1968.6441757862     1950.9052434052     1933.1187933974
     2029.5350288716     2012.7707986258     1995.9492990907
     2048.2030315832     2031.7141425748     2015.1694886611
     1994.1305473772     1976.6235672241     1959.0626221532
     1965.4116623300     1947.6232548210     1929.7828728681
     2065.8357124034     2050.0937784077     2034.3098895600
     1981.9627637899     1964.5062672155     1947.0087528276
